sepal_length,sepal_width,petal_length,petal_width,species
4.58,2.87,2.97,1.3,versicolor
7.1,3.01,-0.13,0.97,versicolor
5.5,3.36,4.28,0.94,versicolor
5.61,3.65,4.52,1.15,versicolor
4.29,3.29,6.1,1.23,versicolor
5.44,2.97,2.52,0.49,versicolor
4.97,3.55,2.39,1.16,setosa
5.31,2.12,-0.32,2.14,virginica
5.69,2.43,3.26,0.95,virginica
6.57,3.27,5.05,0.46,virginica
5.97,3.01,2.78,1.11,virginica
6.05,3.24,6.92,0.77,setosa
4.92,3.03,3.32,0.4,setosa
5.1,3.23,3.92,1.28,virginica
7.24,2.67,1.66,0.77,versicolor
5.21,3.23,4.13,0.83,virginica
7.12,3.4,0.73,1.29,versicolor
5.61,3.49,4.74,0.28,versicolor
5.8,3.81,4.79,0.16,setosa
6.66,3.1,5.74,1.6,versicolor
6.82,3.11,2.17,0.04,setosa
5.71,2.39,3.94,0.61,virginica
5.49,2.79,4.55,0.12,setosa
5.76,2.92,4.36,0.91,versicolor
6.07,3.42,2.4,1.46,versicolor
6.51,2.76,0.11,1.27,versicolor
5.8,3.32,4.22,2.64,virginica
6.3,3.0,3.47,1.85,setosa
7.11,2.93,2.85,0.64,virginica
6.11,3.1,4.85,0.48,setosa
6.05,2.84,3.63,2.82,virginica
4.58,2.83,1.72,1.84,virginica
3.7,2.32,0.8,1.55,versicolor
6.11,2.9,2.01,1.24,virginica
5.72,2.81,7.29,1.36,virginica
5.39,2.79,4.78,0.31,setosa
5.99,3.17,3.98,1.29,virginica
5.75,3.26,3.43,1.24,versicolor
6.7,3.09,3.33,0.66,virginica
5.87,3.4,5.45,0.88,setosa
5.2,3.23,2.96,2.11,setosa
6.59,2.88,4.57,1.12,virginica
5.63,2.81,3.18,2.44,virginica
6.22,3.13,6.61,0.16,setosa
5.42,3.23,4.81,0.89,versicolor
5.28,3.56,5.57,0.27,virginica
5.87,3.48,2.82,0.47,versicolor
5.81,2.78,5.29,0.7,versicolor
6.18,2.96,3.23,1.39,virginica
5.59,3.27,3.87,1.36,versicolor
4.33,3.43,6.15,0.79,setosa
5.45,3.38,2.14,-0.14,versicolor
6.44,2.97,4.0,2.09,setosa
5.56,2.5,4.36,1.03,virginica
5.6,2.6,4.48,0.53,versicolor
6.59,3.11,3.02,1.36,setosa
5.23,3.14,6.83,1.32,setosa
4.57,2.56,1.76,1.01,virginica
5.67,3.02,5.89,1.29,versicolor
5.41,3.25,5.52,0.51,setosa
5.03,2.54,6.55,1.66,setosa
5.66,3.44,1.32,0.6,virginica
6.19,2.85,2.4,0.84,versicolor
5.79,3.5,5.94,1.59,versicolor
6.05,2.79,0.88,1.92,setosa
7.25,2.59,1.29,2.15,versicolor
5.53,2.82,2.97,1.83,versicolor
6.02,2.96,3.99,1.01,versicolor
5.39,2.84,6.09,0.28,versicolor
5.12,2.91,3.42,2.04,versicolor
5.33,3.13,2.79,2.02,versicolor
5.42,2.93,4.17,0.8,versicolor
6.09,2.97,4.4,1.75,setosa
7.68,2.32,4.36,1.0,setosa
5.23,3.16,3.43,2.1,versicolor
5.47,2.96,0.77,0.89,versicolor
5.75,3.64,2.32,2.39,virginica
6.12,2.62,5.83,1.67,setosa
6.01,2.28,3.98,2.28,virginica
6.83,3.25,3.22,0.92,setosa
3.86,3.14,5.38,1.44,virginica
3.89,2.6,2.0,0.62,virginica
5.4,2.39,3.36,1.71,virginica
6.68,3.61,3.91,1.74,setosa
4.55,3.57,3.04,2.64,setosa
3.39,2.01,3.85,1.49,versicolor
6.26,2.82,3.42,1.63,setosa
5.99,3.67,1.6,0.92,setosa
4.93,2.81,3.97,1.52,setosa
5.01,2.8,1.71,0.97,setosa
5.02,2.89,3.95,1.27,versicolor
5.89,2.55,5.76,1.3,versicolor
5.3,2.32,3.28,0.99,setosa
6.2,3.42,1.94,1.24,virginica
3.52,2.26,3.51,0.97,virginica
5.11,3.1,2.45,0.97,setosa
4.9,3.35,4.59,1.85,versicolor
5.59,2.42,3.48,1.31,virginica
5.37,2.63,6.26,1.41,versicolor
6.44,3.49,5.44,0.33,versicolor
4.31,3.21,3.47,1.45,virginica
5.84,2.75,4.77,1.52,setosa
6.25,3.48,3.11,0.96,versicolor
7.29,3.48,3.75,2.45,virginica
5.41,3.11,3.16,-0.17,versicolor
6.06,2.64,4.85,1.67,virginica
4.36,2.83,5.85,1.63,setosa
3.89,3.11,4.9,1.52,setosa
6.48,2.92,5.08,1.31,setosa
5.8,3.38,5.08,1.53,versicolor
6.74,2.39,4.53,1.72,setosa
4.7,2.4,1.99,0.76,setosa
6.22,3.07,6.25,1.38,setosa
7.3,2.8,6.41,1.09,setosa
6.14,2.75,3.35,0.54,virginica
6.02,2.29,3.14,1.63,virginica
5.81,3.01,4.62,0.86,versicolor
4.54,2.98,4.53,0.3,virginica
6.88,3.26,3.4,0.88,virginica
5.31,3.03,1.82,0.72,virginica
6.2,2.95,4.16,1.82,virginica
4.55,3.47,4.53,1.29,virginica
4.86,2.48,4.79,2.03,setosa
6.95,3.21,4.22,0.8,versicolor
5.52,2.33,3.29,1.72,virginica
6.96,2.66,5.19,2.9,virginica
5.74,2.51,3.8,1.41,versicolor
4.33,3.31,3.0,1.72,virginica
6.51,2.97,3.43,1.62,virginica
5.33,2.99,1.08,0.35,versicolor
6.36,2.56,3.43,1.55,setosa
5.82,2.88,4.73,1.38,setosa
4.57,2.69,4.21,1.04,versicolor
5.93,3.15,5.98,0.67,setosa
7.56,2.6,3.31,1.62,setosa
6.19,3.53,4.43,0.62,setosa
5.75,2.33,4.89,2.48,setosa
6.66,2.68,7.21,1.27,virginica
5.97,3.67,3.92,0.47,versicolor
5.97,2.83,2.13,0.89,setosa
4.93,2.47,4.97,1.03,setosa
5.99,3.09,6.5,2.65,versicolor
6.63,2.81,3.22,0.67,virginica
5.13,2.67,4.96,1.13,setosa
6.94,2.56,5.54,0.88,setosa
5.73,4.11,5.23,1.5,virginica
5.09,2.9,3.89,0.89,versicolor
6.6,2.23,2.65,0.52,setosa
5.57,3.6,3.58,1.08,setosa
6.41,3.24,4.39,1.02,versicolor
5.57,2.69,5.06,0.84,virginica
5.75,2.63,4.2,0.88,versicolor
6.19,3.27,3.13,1.91,setosa
6.03,2.9,4.53,1.01,virginica
4.2,2.23,4.99,0.52,virginica
4.9,3.71,4.27,0.92,virginica
6.54,2.83,2.45,1.23,versicolor
5.69,3.6,3.43,0.4,versicolor
5.38,3.51,5.12,2.18,versicolor
4.71,2.6,1.63,1.72,setosa
4.94,3.41,0.56,2.06,versicolor
4.18,2.74,5.96,1.44,virginica
5.72,2.25,4.47,-0.06,setosa
5.32,2.83,4.61,2.12,setosa
5.03,3.16,2.08,0.68,setosa
5.75,2.81,4.81,0.73,virginica
6.09,2.88,4.11,1.29,versicolor
7.47,3.46,1.32,2.03,virginica
4.59,3.04,5.84,1.83,versicolor
6.73,2.66,3.94,1.74,setosa
6.58,3.28,3.11,1.01,setosa
5.18,3.08,3.13,1.0,virginica
5.96,1.99,0.68,1.41,versicolor
5.43,3.17,4.59,1.12,setosa
5.95,3.16,4.09,1.73,virginica
7.01,3.01,3.41,1.7,virginica
6.28,3.36,5.62,1.55,versicolor
6.21,2.73,1.62,-0.32,versicolor
5.46,3.13,2.8,1.28,versicolor
4.61,2.37,2.42,1.13,setosa
5.63,3.16,3.28,1.3,virginica
6.77,3.78,3.8,0.75,versicolor
4.58,2.6,4.35,0.41,virginica
4.96,2.7,3.18,1.48,setosa
5.9,2.72,2.38,0.99,setosa
5.01,3.05,6.23,1.54,versicolor
5.17,2.57,7.32,0.8,setosa
5.46,3.17,3.91,2.05,virginica
4.71,3.34,2.56,1.8,virginica
5.02,3.21,5.91,1.38,setosa
6.36,2.29,1.53,1.07,setosa
4.75,3.4,3.2,1.71,setosa
4.52,3.37,2.66,1.44,virginica
5.3,3.33,1.96,1.34,setosa
6.39,3.15,3.28,1.83,versicolor
5.64,3.09,2.4,2.06,versicolor
5.43,3.41,3.72,0.45,virginica
5.84,3.77,3.74,0.57,setosa
4.4,2.62,2.77,0.73,setosa
6.2,3.43,3.14,0.3,setosa
6.11,2.97,3.35,1.16,versicolor
5.47,2.95,4.91,1.56,versicolor
6.6,2.39,3.48,1.19,versicolor
4.9,2.89,4.94,0.88,versicolor
6.7,2.6,4.58,1.88,versicolor
5.92,2.81,4.56,1.28,virginica
5.53,2.56,5.78,1.41,virginica
5.78,2.82,2.02,1.89,setosa
5.71,2.84,2.99,1.13,setosa
6.78,3.04,6.34,2.44,versicolor
4.94,2.35,3.31,0.93,setosa
5.19,2.42,-0.52,2.4,virginica
6.63,3.14,3.4,0.62,virginica
5.32,2.68,3.9,1.51,setosa
6.52,3.43,-0.23,0.81,versicolor
7.16,3.09,5.7,1.87,virginica
5.48,3.24,2.63,0.91,setosa
6.35,3.56,4.19,1.37,versicolor
4.88,2.88,3.36,0.81,setosa
6.4,2.77,1.77,1.76,versicolor
5.96,3.35,2.09,0.81,versicolor
6.18,3.2,2.3,2.21,virginica
5.28,2.93,5.33,0.6,virginica
4.47,3.56,3.48,0.39,setosa
6.2,2.92,2.92,1.77,setosa
4.15,3.01,2.3,0.85,versicolor
5.55,3.01,5.49,1.2,virginica
6.55,2.63,5.9,1.01,versicolor
5.95,3.03,5.48,0.41,versicolor
7.36,3.56,4.44,1.15,versicolor
6.62,3.18,4.13,1.96,versicolor
5.28,3.01,1.88,1.8,versicolor
5.82,2.94,3.33,1.34,versicolor
5.76,3.13,2.67,1.87,setosa
4.53,3.3,0.96,0.56,virginica
5.05,3.24,5.29,1.0,virginica
5.35,2.87,2.66,1.44,versicolor
4.17,3.13,5.49,1.12,versicolor
5.84,3.19,5.02,1.05,versicolor
5.6,2.6,4.54,0.48,virginica
4.46,3.07,4.62,-0.05,virginica
6.12,2.14,2.78,1.69,versicolor
6.37,3.19,6.49,1.35,virginica
5.98,3.26,3.76,1.74,versicolor
5.54,3.3,4.15,0.94,versicolor
6.27,2.84,2.73,0.77,versicolor
6.34,3.12,2.3,1.2,setosa
6.05,3.57,4.42,1.71,virginica
5.14,3.57,4.03,1.06,virginica
6.02,2.99,2.52,1.68,virginica
6.76,3.06,1.54,0.6,versicolor
5.32,3.44,1.8,1.1,setosa
7.48,2.4,5.49,1.16,versicolor
5.38,2.87,2.78,1.94,versicolor
5.83,3.53,3.19,1.32,versicolor
5.26,3.39,5.88,2.25,setosa
5.98,3.15,2.02,0.39,versicolor
4.41,2.4,2.61,1.28,versicolor
5.36,2.98,2.55,1.31,setosa
4.93,2.76,6.13,1.57,versicolor
5.91,3.13,6.69,0.71,versicolor
6.6,2.68,4.83,2.21,virginica
6.32,2.59,4.88,1.21,setosa
3.9,2.17,2.83,0.55,virginica
7.43,3.49,6.62,1.19,versicolor
6.04,2.84,4.1,1.01,setosa
5.18,3.06,4.98,2.87,setosa
5.93,3.0,3.54,1.83,versicolor
5.94,2.57,3.3,1.23,virginica
5.27,2.5,6.19,1.13,versicolor
5.96,2.6,4.51,1.77,setosa
5.31,2.71,5.88,1.8,setosa
5.48,3.15,4.08,-0.55,versicolor
5.25,2.68,2.43,1.59,versicolor
4.65,3.7,2.82,1.22,versicolor
5.92,3.41,3.85,0.41,versicolor
6.27,3.32,2.76,1.73,virginica
6.21,2.95,2.04,2.55,virginica
6.46,3.61,5.5,1.53,virginica
6.06,2.91,2.88,1.86,virginica
5.37,2.99,3.91,2.28,setosa
6.47,3.07,4.14,0.7,setosa
4.71,3.28,2.82,0.09,virginica
5.08,3.25,5.88,1.59,versicolor
5.03,2.81,2.02,1.05,setosa
6.66,2.79,4.09,0.38,versicolor
6.55,3.26,4.07,1.15,virginica
6.19,3.29,3.62,1.64,setosa
6.66,2.84,1.75,1.11,setosa
5.1,2.37,5.01,0.73,setosa
6.08,2.92,4.82,1.07,setosa
5.7,3.25,2.69,1.19,virginica
6.48,3.72,4.76,0.04,setosa
5.71,2.52,4.26,1.11,virginica
5.49,2.83,1.78,0.39,setosa
6.23,2.84,2.42,1.6,virginica
6.5,3.54,5.41,0.26,virginica
5.27,2.99,4.16,1.81,versicolor
5.75,2.64,2.85,0.95,virginica
4.95,3.22,2.41,0.87,versicolor
3.8,2.84,2.93,1.38,setosa
5.96,2.51,3.03,0.68,versicolor
6.29,2.64,2.43,1.37,virginica
6.01,3.69,1.09,0.76,versicolor
4.24,3.15,5.41,0.87,setosa
5.52,3.04,5.16,1.44,versicolor
4.03,2.9,1.79,0.52,virginica
6.9,3.12,3.9,0.44,virginica
4.93,3.11,2.35,1.35,setosa
6.8,3.12,3.31,1.18,setosa
6.56,3.05,3.18,1.3,versicolor
5.08,3.35,3.06,1.4,setosa
4.89,3.01,6.7,1.23,virginica
6.08,2.61,3.04,1.56,versicolor
5.12,2.76,2.49,1.26,versicolor
5.88,2.21,2.56,-0.0,versicolor
5.41,3.81,5.27,0.15,versicolor
4.38,3.35,1.22,2.36,setosa
4.02,2.67,2.56,1.2,versicolor
5.98,2.89,5.87,1.77,versicolor
5.35,2.75,4.07,0.99,versicolor
5.36,3.62,3.99,1.17,virginica
6.36,2.43,6.9,0.93,virginica
6.74,3.05,4.07,2.68,setosa
5.58,2.96,2.64,1.35,virginica
5.53,3.33,3.28,0.88,virginica
6.2,2.96,2.0,0.21,setosa
4.71,2.3,5.58,2.38,setosa
5.98,2.9,4.56,1.1,versicolor
6.24,2.61,5.39,1.65,versicolor
6.34,3.03,5.52,1.71,setosa
4.25,3.57,3.08,0.92,versicolor
5.19,2.3,2.28,1.6,versicolor
5.1,2.68,3.62,0.84,versicolor
5.88,2.78,2.39,0.61,setosa
6.18,2.85,3.95,1.9,virginica
7.0,3.3,5.4,1.11,virginica
5.4,2.93,3.45,1.51,setosa
5.4,3.17,3.92,1.45,setosa
6.72,2.75,3.56,1.58,versicolor
6.04,3.09,4.9,0.27,setosa
6.81,3.31,2.7,0.85,setosa
6.03,2.71,0.41,1.01,setosa
4.87,3.31,4.41,0.7,setosa
4.73,3.02,5.18,1.46,versicolor
4.56,3.42,4.37,1.91,versicolor
6.33,2.92,2.74,2.01,setosa
6.75,3.15,2.0,1.0,setosa
7.28,2.98,4.44,1.38,virginica
6.47,2.96,3.91,1.47,virginica
6.73,3.1,3.51,1.57,setosa
5.34,3.21,6.43,0.67,virginica
4.87,2.5,2.28,2.29,virginica
6.48,3.57,6.36,1.76,versicolor
6.13,2.26,3.75,1.77,versicolor
5.89,2.73,0.95,1.92,versicolor
6.11,2.96,3.43,1.52,virginica
6.06,3.16,5.14,0.58,setosa
6.83,3.63,3.15,1.12,versicolor
6.84,2.26,1.49,0.21,virginica
6.24,2.8,3.45,1.45,setosa
6.48,2.15,2.41,1.1,versicolor
6.21,3.01,4.44,1.18,virginica
5.43,3.11,4.86,1.92,versicolor
6.41,3.64,2.12,0.93,virginica
4.68,3.05,2.64,1.05,versicolor
6.64,3.42,4.83,1.21,virginica
4.84,3.23,2.41,0.1,setosa
6.03,2.83,2.08,1.04,versicolor
5.12,2.44,1.93,-0.29,versicolor
6.24,3.11,4.23,0.85,virginica
5.77,2.4,4.16,1.71,setosa
4.52,3.52,2.67,1.47,setosa
6.14,2.94,3.71,0.84,versicolor
5.34,3.48,5.99,1.22,virginica
6.5,2.81,2.24,0.56,versicolor
5.8,3.11,0.77,1.2,virginica
6.12,3.08,4.38,2.96,setosa
5.03,2.98,3.53,2.31,versicolor
5.33,2.83,2.63,1.23,virginica
5.43,3.16,4.68,1.3,setosa
6.49,2.63,4.96,0.61,virginica
7.14,2.52,0.39,0.72,versicolor
5.16,3.5,2.72,1.42,virginica
6.66,3.29,7.18,0.89,versicolor
4.06,3.03,4.58,1.74,setosa
4.84,3.67,4.71,2.14,virginica
5.03,2.89,5.46,1.4,setosa
4.72,3.53,3.73,1.26,setosa
4.53,3.07,4.9,0.19,versicolor
6.13,2.59,4.78,1.65,versicolor
5.63,3.74,4.51,0.51,setosa
6.1,3.4,3.22,0.95,versicolor
6.35,2.95,3.96,1.78,setosa
6.01,3.29,2.82,1.82,versicolor
6.33,2.84,3.72,0.92,versicolor
5.74,3.33,1.95,0.95,virginica
4.85,2.04,2.51,0.78,virginica
6.65,2.59,3.28,0.48,versicolor
5.33,3.39,2.28,0.82,setosa
5.05,2.9,2.94,0.23,setosa
5.66,3.08,3.45,1.61,setosa
5.07,2.46,4.3,1.44,versicolor
5.47,3.74,5.12,1.54,versicolor
6.08,3.48,3.0,0.63,setosa
6.08,2.92,5.7,0.48,virginica
5.08,2.84,5.11,1.23,virginica
5.41,3.41,4.46,1.24,setosa
6.66,3.79,3.93,1.11,versicolor
6.2,3.38,4.18,1.03,versicolor
7.46,3.87,5.48,2.23,setosa
6.74,2.63,5.54,1.46,virginica
6.72,2.67,5.7,2.38,setosa
4.69,2.52,3.76,1.96,setosa
6.41,3.18,4.53,2.22,setosa
5.76,3.07,5.72,0.56,virginica
5.36,2.94,2.76,1.56,setosa
5.93,3.32,3.22,0.94,virginica
6.56,3.49,3.72,0.2,versicolor
6.2,2.39,5.05,2.1,virginica
5.1,2.76,5.07,1.02,virginica
6.39,3.33,3.35,0.57,setosa
5.29,2.81,1.44,0.95,versicolor
5.97,2.68,4.07,0.72,setosa
5.56,3.41,2.32,0.78,virginica
5.62,2.48,1.47,1.07,virginica
6.41,2.88,1.8,2.24,setosa
4.97,3.13,4.19,0.8,versicolor
7.36,2.77,5.74,2.2,virginica
4.34,3.31,3.76,1.71,virginica
5.32,2.77,4.02,1.44,virginica
6.1,3.56,5.47,1.65,versicolor
6.27,2.95,1.38,1.21,setosa
5.72,3.27,4.48,1.97,versicolor
5.75,3.3,3.68,1.54,versicolor
6.13,2.75,4.55,0.2,virginica
5.62,2.18,2.97,1.38,versicolor
6.91,3.14,2.47,1.67,virginica
6.47,3.03,3.91,1.03,versicolor
6.5,3.22,6.17,1.28,versicolor
5.03,2.91,4.99,0.83,setosa
5.74,2.83,2.94,0.37,versicolor
5.56,3.8,1.69,0.27,setosa
5.0,2.41,1.18,0.28,virginica
6.09,3.29,5.67,1.6,virginica
5.37,2.77,2.27,-0.29,setosa
6.32,2.87,3.21,0.8,virginica
4.94,2.87,5.68,0.74,virginica
7.18,2.68,1.28,1.03,versicolor
5.08,3.23,5.94,0.09,setosa
5.98,3.56,3.32,1.44,virginica
6.43,3.19,1.98,0.44,setosa
5.34,3.04,3.33,1.88,versicolor
6.48,2.61,2.62,0.83,virginica
4.82,3.21,4.36,1.14,virginica
6.96,3.86,2.73,1.2,setosa
5.81,2.85,0.83,1.35,virginica
5.32,2.85,3.37,1.22,setosa
5.56,2.78,1.67,0.94,virginica
6.45,2.8,4.01,1.41,versicolor
5.33,1.9,1.92,1.48,versicolor
5.2,3.16,2.97,0.74,setosa
5.62,2.66,3.97,1.46,virginica
4.86,2.36,3.38,1.92,virginica
7.26,3.3,4.08,1.62,setosa
5.35,2.57,4.72,1.76,versicolor
6.47,2.86,1.96,1.3,versicolor
5.97,3.59,3.6,0.64,versicolor
5.01,2.44,-1.29,0.71,setosa
5.8,2.39,4.07,1.39,versicolor
6.43,3.11,3.25,1.77,setosa
5.65,3.46,2.22,2.87,versicolor
6.75,2.37,4.17,1.79,versicolor
6.62,3.16,5.46,0.5,setosa
6.54,3.23,2.99,0.74,virginica
5.43,2.18,2.28,2.57,virginica
4.94,3.32,3.95,1.07,virginica
5.31,3.35,1.7,1.23,versicolor
5.96,2.88,2.71,0.62,versicolor
6.24,3.5,5.53,2.14,virginica
4.06,3.45,3.79,1.5,versicolor
5.79,3.04,0.88,0.74,versicolor
5.93,2.82,1.0,0.6,virginica
5.58,2.61,3.94,1.38,setosa
6.83,2.98,4.99,1.23,virginica
6.14,3.23,1.27,1.7,virginica
6.85,2.87,4.37,1.53,setosa
5.63,2.12,5.7,1.04,versicolor
6.55,3.51,6.53,0.87,virginica
7.11,3.08,4.2,1.1,virginica
6.85,2.85,4.46,0.87,versicolor
4.93,3.34,0.5,1.12,versicolor
5.6,3.61,6.85,1.21,setosa
5.52,1.88,2.84,0.66,versicolor
6.19,3.17,2.3,1.58,virginica
6.35,2.43,3.32,0.98,versicolor
5.13,3.2,5.97,0.69,versicolor
5.85,3.05,7.01,0.99,setosa
4.18,3.25,3.89,1.35,setosa
6.95,2.8,5.2,1.25,virginica
5.39,2.25,3.76,1.45,virginica
5.84,2.82,2.14,1.74,versicolor
5.55,3.16,5.92,1.98,virginica
6.72,3.41,2.77,1.37,virginica
3.53,2.53,6.0,0.56,versicolor
5.79,3.41,5.65,1.04,versicolor
5.72,2.74,4.62,0.6,versicolor
5.44,3.14,6.44,2.22,setosa
7.18,2.8,7.05,2.39,setosa
5.09,3.07,3.44,1.59,versicolor
6.42,3.36,2.49,1.72,setosa
6.09,2.51,0.9,1.35,setosa
6.81,2.73,7.07,1.42,setosa
5.27,3.07,3.04,0.24,virginica
5.21,3.96,5.4,1.16,versicolor
6.68,2.65,2.59,0.67,versicolor
6.14,3.82,6.01,1.37,virginica
4.56,3.8,2.65,1.16,setosa
5.37,2.96,1.91,2.37,versicolor
6.11,2.88,3.39,1.75,setosa
6.47,2.72,2.9,1.37,virginica
5.26,2.97,4.59,1.04,setosa
3.47,2.44,3.62,2.21,virginica
6.22,2.97,4.64,1.18,virginica
4.82,3.6,3.26,1.4,setosa
4.19,2.76,2.7,1.23,setosa
3.53,2.9,2.82,0.96,versicolor
6.45,2.32,6.77,1.22,virginica
5.9,3.15,4.04,0.02,setosa
5.62,3.11,0.72,0.27,setosa
6.91,3.03,2.92,1.41,versicolor
6.31,2.91,3.85,2.14,versicolor
7.09,2.88,6.47,1.41,versicolor
4.69,3.2,5.24,0.77,virginica
5.77,2.99,2.32,0.33,versicolor
4.51,3.13,7.33,1.67,virginica
5.62,3.09,3.65,0.86,versicolor
5.6,3.45,5.57,1.59,virginica
6.3,3.27,1.97,1.43,versicolor
5.84,3.08,0.1,1.49,virginica
6.3,3.61,1.59,1.22,versicolor
6.36,3.17,-1.18,1.43,versicolor
7.52,3.52,6.87,1.13,setosa
5.55,3.24,4.02,0.82,virginica
5.05,2.26,2.31,0.62,setosa
6.0,3.52,4.38,-0.23,virginica
5.16,3.05,3.98,1.09,setosa
6.99,2.98,4.63,2.11,versicolor
5.57,3.11,5.51,1.64,setosa
5.35,2.86,3.27,1.34,versicolor
5.42,3.09,2.38,0.76,virginica
6.37,2.76,4.94,1.8,versicolor
5.67,3.51,4.9,1.13,setosa
5.29,2.95,3.85,2.14,virginica
7.13,2.85,6.97,0.61,setosa
5.12,2.63,3.04,0.75,versicolor
5.83,3.11,2.35,0.69,versicolor
6.32,3.07,4.33,0.31,setosa
4.49,3.16,2.69,0.64,virginica
6.18,2.59,4.44,1.26,setosa
4.96,2.36,2.45,0.77,versicolor
6.46,3.25,3.1,-1.11,virginica
5.03,3.59,6.54,1.84,setosa
6.35,2.59,3.09,0.19,versicolor
6.68,3.64,2.5,1.55,virginica
6.49,3.11,5.46,1.22,setosa
6.0,3.0,2.12,2.47,virginica
5.61,2.84,2.66,1.8,versicolor
5.34,2.45,4.56,0.9,setosa
6.98,3.4,5.11,0.78,setosa
5.24,2.69,5.53,2.1,versicolor
4.97,2.69,2.58,0.31,versicolor
6.33,3.4,4.59,1.31,versicolor
5.16,2.25,3.0,1.12,setosa
5.04,2.39,2.79,0.99,versicolor
4.65,2.99,5.5,1.41,setosa
5.41,3.12,2.88,1.31,setosa
5.73,3.19,4.12,1.47,virginica
5.99,2.88,3.93,1.28,versicolor
6.56,4.01,2.09,1.45,versicolor
6.22,2.91,5.15,1.26,virginica
5.65,2.91,4.54,0.8,setosa
5.64,2.68,0.72,1.2,setosa
6.21,3.05,4.12,0.77,setosa
6.82,3.25,2.54,0.73,versicolor
5.9,3.48,5.35,1.0,setosa
5.42,2.4,1.53,1.13,virginica
5.01,2.9,3.17,1.22,setosa
4.64,3.18,4.24,1.75,versicolor
6.33,3.23,3.78,0.9,versicolor
6.26,3.0,4.84,1.32,setosa
6.26,3.22,1.42,1.27,setosa
5.7,2.68,6.18,0.83,versicolor
6.93,3.62,4.49,1.24,setosa
5.41,3.4,5.74,1.8,virginica
6.56,2.46,5.01,1.31,versicolor
5.77,2.57,3.68,1.34,setosa
5.31,2.58,1.77,0.78,setosa
6.27,3.27,2.85,2.38,setosa
6.13,2.49,6.08,0.81,virginica
6.09,2.87,5.78,0.2,versicolor
5.87,3.18,2.77,1.72,virginica
5.77,2.97,-0.53,1.13,setosa
7.71,3.1,3.38,1.02,virginica
6.75,2.57,3.27,0.87,setosa
6.38,3.24,3.33,2.32,setosa
5.89,2.75,4.49,1.41,versicolor
6.61,2.87,5.01,1.53,versicolor
6.21,3.1,5.19,1.3,setosa
5.82,3.04,4.37,1.36,setosa
5.56,3.01,1.0,2.04,setosa
5.74,2.7,3.19,1.05,versicolor
3.26,2.88,7.16,0.33,versicolor
5.97,3.0,4.26,1.72,setosa
5.41,2.45,4.25,1.5,versicolor
7.07,2.81,4.24,1.26,setosa
5.82,3.16,4.32,1.48,virginica
4.85,2.49,0.13,0.98,versicolor
5.76,3.46,3.34,1.21,setosa
4.96,3.51,3.64,1.12,virginica
6.18,2.5,5.62,0.85,setosa
6.03,3.54,3.77,1.91,virginica
6.57,2.94,1.23,0.35,versicolor
5.17,3.17,4.35,2.62,versicolor
5.83,2.8,2.49,1.73,setosa
4.71,3.37,1.87,0.13,versicolor
6.36,3.16,2.45,1.07,versicolor
6.22,2.67,4.51,1.1,virginica
6.2,2.53,5.59,1.44,versicolor
5.8,2.42,4.42,0.61,virginica
6.13,3.08,4.65,1.22,virginica
7.08,3.23,4.41,1.13,virginica
5.57,3.26,3.85,0.76,versicolor
5.91,2.95,4.75,0.67,setosa
4.93,2.54,0.07,1.75,setosa
5.11,2.73,3.87,0.18,versicolor
5.88,3.46,2.13,1.49,virginica
6.68,2.81,5.44,1.68,versicolor
5.59,3.06,3.48,1.07,setosa
5.61,2.57,3.75,1.23,virginica
5.47,3.13,1.44,1.9,versicolor
5.37,2.82,5.23,0.78,virginica
6.04,3.42,4.64,0.84,virginica
4.6,3.31,4.54,0.9,setosa
6.82,2.8,2.48,1.9,virginica
5.27,2.95,2.54,1.98,versicolor
6.38,2.78,4.04,0.36,virginica
4.78,2.43,2.66,1.8,virginica
6.34,2.66,4.35,1.69,versicolor
6.34,3.08,0.46,2.13,setosa
6.11,3.13,2.97,1.43,setosa
5.0,3.06,6.4,1.17,versicolor
6.0,2.88,4.36,1.89,virginica
4.85,3.37,3.95,1.62,versicolor
5.6,3.03,6.68,2.55,versicolor
6.62,3.28,0.2,1.78,versicolor
6.44,2.29,2.48,1.29,setosa
5.81,1.43,3.1,0.5,virginica
5.02,3.11,4.99,0.85,versicolor
6.32,2.43,5.01,0.34,setosa
5.82,2.92,2.4,1.07,setosa
3.94,2.88,5.2,1.76,virginica
6.43,3.63,3.1,1.2,versicolor
5.78,3.16,5.52,1.81,virginica
6.76,3.07,2.15,1.4,versicolor
4.92,3.33,3.52,0.96,setosa
3.26,3.15,2.96,1.25,setosa
6.02,2.82,5.28,1.48,virginica
6.03,3.43,2.92,1.28,versicolor
4.45,2.56,3.64,1.29,virginica
5.02,3.13,4.46,0.74,versicolor
8.0,2.38,4.52,0.94,virginica
5.56,3.08,5.03,2.56,setosa
6.38,3.08,4.02,1.94,virginica
5.28,3.67,3.07,0.32,versicolor
4.13,2.37,3.18,-0.22,virginica
5.66,2.76,3.74,1.25,versicolor
5.59,3.33,4.07,1.74,virginica
5.48,3.13,3.48,0.89,versicolor
5.71,3.07,3.73,1.81,versicolor
6.01,2.62,1.42,1.24,versicolor
5.68,2.76,4.7,1.1,virginica
4.79,3.5,3.97,1.65,virginica
6.19,2.98,5.2,0.88,setosa
4.24,3.15,3.7,1.03,versicolor
